City,Location,Bedrooms,Bathrooms,Toilets,Price
Nairobi,Kilimani,3 beds,3 baths,3 Toilets,"95,000"
Nairobi,Lavington,3 beds,2 baths,2 Toilets,"60,000"
Nairobi,Westlands,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Westlands,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Parklands,beds,1 baths,1 Toilets,"6,000"
Savannah,Lower,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Kiamumbi,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Mlolongo,1 beds,1 baths,1 Toilets,"9,000"
Daima,Imara,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Karen,beds,1 baths,1 Toilets,"6,500"
Nairobi,Kitisuru,2 beds,1 baths,1 Toilets,"17,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"6,000"
North,Kayole,2 beds,2 baths,2 Toilets,"14,000"
North,Kayole,1 beds,1 baths,1 Toilets,"3,000"
Nairobi,Komarock,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Komarock,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"9,000"
Kahawa,Wendani,2 beds,1 baths,1 Toilets,"13,000"
Rd,Ngong,1 beds,1 baths,1 Toilets,"9,000"
Road,Thika,3 beds,3 baths,3 Toilets,"30,000"
avenue,1st,1 beds,1 baths,1 Toilets,"16,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Thome,1 beds,1 baths,1 Toilets,"15,000"
B,South,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Ngara,beds,1 baths,1 Toilets,"5,500"
Daima,Imara,1 beds,1 baths,1 Toilets,"9,000"
west,Kahawa,1 beds,1 baths,1 Toilets,"8,500"
Langata,Langata,3 beds,3 baths,3 Toilets,"25,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"9,000"
naivas,near,2 beds,2 baths,2 Toilets,"33,000"
estate,Savannah,2 beds,1 baths,1 Toilets,"16,000"
Nairobi,Madaraka,2 beds,2 baths,2 Toilets,"18,000"
success,Zimmerman,1 beds,1 baths,1 Toilets,"12,000"
Drive,Mirema,3 beds,3 baths,3 Toilets,"27,000"
estate,Thome,2 beds,1 baths,1 Toilets,"16,000"
Dam,Langata,1 beds,1 baths,1 Toilets,"15,000"
Near,Karen,4 beds,4 baths,5 Toilets,"80,000"
5,Phase,3 beds,1 baths,1 Toilets,"22,000"
Nairobi,Pangani,1 beds,1 baths,1 Toilets,"9,000"
shopping,Pangani,2 beds,1 baths,1 Toilets,"18,000"
Nairobi,Pangani,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Buruburu,2 beds,2 baths,2 Toilets,"16,000"
Nairobi,Parkland,2 beds,2 baths,2 Toilets,"26,000"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"18,000"
LANE,JABAVU,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Utawala,3 beds,3 baths,3 Toilets,"28,000"
Waiyaki,Kangemi,beds,1 baths,1 Toilets,"7,000"
TWO,JAMUHURI,1 beds,1 baths,1 Toilets,"14,000"
ROAD,NGONG,1 beds,1 baths,1 Toilets,"17,000"
Nairobi,Parkland,1 beds,1 baths,1 Toilets,"14,000"
Nairobi,Parkland,1 beds,1 baths,1 Toilets,"8,500"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"7,500"
Jamhuri,Jamhuri,1 beds,1 baths,1 Toilets,"13,500"
Kileleshwa,Kileleshwa,1 beds,1 baths,1 Toilets,"20,000"
B,South,1 beds,1 baths,1 Toilets,"7,000"
Sukari,Kahawa,2 beds,2 baths,2 Toilets,"17,000"
Mara,Donholm,3 beds,2 baths,2 Toilets,"25,000"
estate,Buruburu,2 beds,1 baths,1 Toilets,"16,000"
road,Thika,2 beds,1 baths,1 Toilets,"18,000"
View,Mountain,1 beds,1 baths,1 Toilets,"8,500"
North,Eastleigh,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Parkland,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"8,500"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"10,000"
Ngara,Ngara,1 beds,1 baths,1 Toilets,"11,000"
Ruthimitu,Uthiru,1 beds,1 baths,1 Toilets,"8,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Madaraka,1 beds, baths, Toilets,"7,000"
Area,Roysambu,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"8,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"10,000"
Makadara,STRATHMORE,1 beds,1 baths,1 Toilets,"14,500"
Kiambu,Thindigua,3 beds,2 baths,2 Toilets,"25,000"
Kasarani,Sunton,beds,1 baths,1 Toilets,"8,500"
Utawala,Utawala,3 beds,2 baths,2 Toilets,"25,000"
road,Deliverance,1 beds,1 baths,1 Toilets,"11,000"
B,South,1 beds, baths, Toilets,"20,000"
Nairobi,Thome,2 beds, baths, Toilets,"18,000"
Donholm,EQUITY,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Donholm,2 beds, baths, Toilets,"17,000"
Nairobi,Madaraka,2 beds, baths, Toilets,"18,000"
Nairobi,Kiamumbi,3 beds,3 baths, Toilets,"20,000"
Utawala,UTAWALA,2 beds,2 baths,2 Toilets,"20,000"
Donholm,DONHOLM,2 beds,2 baths,2 Toilets,"14,000"
Kasarani,SANDTON,2 beds,2 baths,2 Toilets,"14,000"
Kasarani,KASARANI,2 beds,2 baths,2 Toilets,"18,000"
Roysambu,ROYSAMBU,2 beds,1 baths,1 Toilets,"8,000"
WENDANI,KAHAWA,2 beds,2 baths,2 Toilets,"13,000"
ROAD,KENYATTA,2 beds,2 baths,2 Toilets,"15,000"
North,Eastleigh,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Kasarani,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Donholm,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Ruaka,2 beds,2 baths,2 Toilets,"18,000"
Syokimau,syokimau,1 beds,1 baths,1 Toilets,"9,000"
North,Eastleigh,1 beds,1 baths,1 Toilets,"12,000"
North,Eastleigh,1 beds,1 baths,1 Toilets,"7,500"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"7,500"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"7,500"
ROAD,JABAVU,2 beds,2 baths,2 Toilets,"32,000"
Nairobi,Kasarani,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Kasarani,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"5,500"
Nairobi,Kileleshwa,4 beds,5 baths,5 Toilets,"21,000,000"
avenue,Chania,3 beds,3 baths,3 Toilets,"80,000"
ROAD,SORE,1 beds,1 baths,1 Toilets,"16,000"
Dagoretti,Riruta,2 beds,2 baths,2 Toilets,"45,000"
Eastleigh,NOMADS,2 beds,2 baths,2 Toilets,"16,000"
Donholm,DONHOLM,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Ruaka,2 beds,2 baths,2 Toilets,"22,000"
Nairobi,Kileleshwa,4 beds,4 baths,4 Toilets,"110,000"
Nairobi,Buruburu,3 beds,2 baths,2 Toilets,"23,000"
Nairobi,Madaraka,2 beds,2 baths,2 Toilets,"25,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Kileleshwa,2 beds,2 baths, Toilets,"30,000"
Nairobi,Madaraka,3 beds,3 baths, Toilets,"30,000"
Nairobi,Ruai,1 beds,1 baths,1 Toilets,"5,000"
close,Muthaiga,1 beds,1 baths,1 Toilets,"7,000"
Estate,Fedha,1 beds,1 baths,1 Toilets,"6,000"
North,Eastleigh,2 beds,2 baths,2 Toilets,"23,000"
Mara,Donholm,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Buruburu,2 beds,2 baths,2 Toilets,"17,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"8,000"
Kamiti,Kiamumbi,3 beds,2 baths,2 Toilets,"22,000"
Nairobi,Parklands,3 beds,2 baths,2 Toilets,"40,000"
Umoja,Umoja,1 beds,1 baths,1 Toilets,"6,000"
centre,Kasuku,4 beds,3 baths,3 Toilets,"110,000"
Nairobi,Mirema,3 beds,3 baths,3 Toilets,"25,000"
Marurui,Marurui,2 beds,2 baths,2 Toilets,"16,000"
3,Phase,1 beds,1 baths,1 Toilets,"10,000"
Estate,Garden,2 beds,1 baths,1 Toilets,"14,000"
Nairobi,Fedha,2 beds,2 baths,2 Toilets,"16,000"
Kabete,Lower,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Fedha,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Highridge,2 beds,2 baths,2 Toilets,"27,000"
Nairobi,Mlolongo,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"8,000"
Utawala,Utawala,2 beds,2 baths,2 Toilets,"15,000"
Mirema,Zimmerman,3 beds,2 baths,2 Toilets,"30,000"
Kasarani,Kasarani,1 beds,1 baths,1 Toilets,"11,500"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"8,000"
Near,Karen,4 beds,4 baths,5 Toilets,"80,000"
Nairobi,Highridge,1 beds,1 baths,1 Toilets,"16,000"
Jamhuri,Jamhuri,1 beds,1 baths,1 Toilets,"13,000"
Hurlingham,Hurlingham,3 beds,3 baths,3 Toilets,"38,000"
Nairobi,Highridge,1 beds,1 baths,1 Toilets,"8,500"
Nairobi,Madaraka,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Kileleshwa,1 beds,1 baths,1 Toilets,"13,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Langata,2 beds,1 baths,1 Toilets,"15,000"
close,Ruaraka,1 beds,1 baths,1 Toilets,"14,000"
C,South,2 beds,2 baths,2 Toilets,"22,500"
Nairobi,Kiamumbi,2 beds,1 baths,1 Toilets,"14,000"
Area,Kasarani,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"15,000"
Nasra,Komarock,1 beds,1 baths,1 Toilets,"10,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"5,500"
Way,Waiyaki,1 beds,1 baths,1 Toilets,"6,500"
Daima,Imara,beds,1 baths,1 Toilets,"6,000"
Nairobi,Ridgeways,5 beds,5 baths,5 Toilets,"50,000"
Nairobi,Mirema,1 beds,1 baths,1 Toilets,"9,000"
Estate,Garden,3 beds,3 baths,3 Toilets,"30,000"
Road.,Catholic,2 beds,1 baths,1 Toilets,"14,000"
Estate,Garden,3 beds,3 baths,3 Toilets,"30,000"
Nairobi,Donholm,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Highridge,1 beds,1 baths,1 Toilets,"9,000"
Uthiru,Uthiru,1 beds,1 baths,1 Toilets,"9,500"
Waiyaki,Kangemi,beds,1 baths,1 Toilets,"7,000"
Center,Ruai,2 beds,1 baths,1 Toilets,"16,000"
Ngara,EQUITY,1 beds,1 baths,1 Toilets,"7,000"
TWO,JAMUHURI,1 beds,1 baths,1 Toilets,"14,000"
TREE,FIG,1 beds,1 baths,1 Toilets,"15,000"
Nairobi,Langata,2 beds,2 baths,2 Toilets,"22,000"
Marurui,Marurui,3 beds,3 baths,3 Toilets,"22,000"
ICIPE,Kasarani,3 beds,2 baths,2 Toilets,"25,000"
Roysambu,Roysambu,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Mlolongo,2 beds,2 baths,2 Toilets,"14,000"
way,Waiyaki,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"14,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"8,500"
Nairobi,Mirema,1 beds,1 baths,1 Toilets,"11,000"
Nairobi,Mirema,1 beds,1 baths,1 Toilets,"7,500"
Pangani,Pangani,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Mlolongo,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Mlolongo,1 beds,1 baths,1 Toilets,"6,000"
close,Woodley,1 beds,1 baths,1 Toilets,"13,000"
close,Muthaiga,1 beds,1 baths,1 Toilets,"17,000"
Ruaka,Ruaka,1 beds,1 baths,1 Toilets,"6,000"
ROAD,MENELIK,1 beds,1 baths,1 Toilets,"14,500"
Nairobi,Komarock,1 beds,1 baths,1 Toilets,"12,000"
Nairobi,Mirema,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Mirema,2 beds,2 baths,2 Toilets,"18,000"
Buruburu,Buruburu,1 beds,1 baths,1 Toilets,"11,000"
B,South,1 beds,1 baths,1 Toilets,"14,000"
khan,Aga,2 beds,2 baths,2 Toilets,"32,000"
Road,Ngong,1 beds,1 baths,1 Toilets,"7,500"
Sabaki,Mlolongo,2 beds,2 baths,2 Toilets,"16,000"
Kasuku,Near,4 beds,4 baths,5 Toilets,"22,000,000"
View,Mountain,1 beds,1 baths,1 Toilets,"7,000"
Karen,Karen,1 beds,1 baths,1 Toilets,"16,500"
Nairobi,Buruburu,1 beds, baths, Toilets,"10,000"
Nairobi,Buruburu,beds, baths, Toilets,"10,000"
Nairobi,Langata,1 beds, baths, Toilets,"12,000"
West,Nairobi,beds, baths, Toilets,"10,000"
Nairobi,Kasarani,1 beds, baths, Toilets,"11,000"
Nairobi,Zimmerman,1 beds, baths, Toilets,"10,000"
Westlands,Westlands,1 beds,1 baths,1 Toilets,"22,000"
Utawala,Utawala,1 beds,1 baths,1 Toilets,"6,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"14,000"
Nairobi,Kangemi,1 beds, baths, Toilets,"9,000"
Nairobi,Buruburu,1 beds,1 baths, Toilets,"10,000"
Nairobi,Donholm,beds, baths, Toilets,"10,000"
Nairobi,Buruburu,1 beds, baths, Toilets,"6,000"
Mirema,Mirema,2 beds,1 baths,1 Toilets,"16,000"
Estate,Madaraka,beds,1 baths,1 Toilets,"6,500"
B,South,1 beds,1 baths,1 Toilets,"9,000"
road,Ngong,1 beds,1 baths,1 Toilets,"16,000"
road,Ngong,1 beds,1 baths,1 Toilets,"16,000"
Nairobi,Buruburu,1 beds, baths, Toilets,"10,000"
Ngumba,Ngumba,3 beds,1 baths,1 Toilets,"23,000"
Season's,Kasarani,2 beds,1 baths,1 Toilets,"17,000"
ROAD,KODI,2 beds,2 baths,2 Toilets,"24,000"
Jabavu,Hurlingham,1 beds,1 baths,1 Toilets,"16,000"
Daima,Imara,3 beds,3 baths,3 Toilets,"28,000"
Daima,Imara,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Umoja,2 beds,2 baths,2 Toilets,"14,000"
Nairobi,Madaraka,2 beds,2 baths,2 Toilets,"25,000"
Sukari,Kahawa,2 beds,2 baths,2 Toilets,"17,000"
Daima,Imara,1 beds,1 baths,1 Toilets,"13,000"
Park,Safari,2 beds,1 baths,1 Toilets,"24,000"
Daima,Imara,1 beds,1 baths,1 Toilets,"7,500"
ROAD,NGONG,1 beds,1 baths,1 Toilets,"7,000"
ROAD,NGONG,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"11,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"6,500"
Road,Bogani,5 beds,5 baths,5 Toilets,"300,000"
Nairobi,Madaraka,1 beds,1 baths,1 Toilets,"14,000"
Kahawa,Quickmatt,beds,1 baths,1 Toilets,"6,000"
Nairobi,Madaraka,1 beds,1 baths,1 Toilets,"8,500"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"12,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"7,500"
View,Mountain,2 beds,1 baths,1 Toilets,"22,000"
C,SOUTH,beds,1 baths,1 Toilets,"7,000"
Madaraka,STRATHMORE,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Embakasi,2 beds,2 baths,2 Toilets,"15,000"
Sukari,Kahawa,2 beds,2 baths,2 Toilets,"15,000"
Road,Othaya,3 beds,3 baths,4 Toilets,"100,000"
Utawala,Ũtawala,3 beds,3 baths, Toilets,"22,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"8,500"
Daima,Imara,2 beds,2 baths,2 Toilets,"18,000"
Rd,Ngong,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Parkland,2 beds,2 baths,2 Toilets,"18,000"
Area,Langata,1 beds,1 baths,1 Toilets,"12,000"
Area,Roysambu,2 beds,2 baths,2 Toilets,"18,000"
Buruburu,Buruburu,1 beds,1 baths, Toilets,"10,000"
Area,Langata,2 beds,2 baths,2 Toilets,"20,000"
Nairobi,Parklands,1 beds,1 baths,1 Toilets,"12,000"
Rd,Ngong,1 beds,1 baths,1 Toilets,"5,000"
Rd,Ngong,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Kiamumbi,3 beds,2 baths,2 Toilets,"30,000"
C,South,2 beds,2 baths,2 Toilets,"22,000"
ROAD,THIKA,1 beds,1 baths,1 Toilets,"6,500"
AVENUE,FIRST,1 beds,1 baths,1 Toilets,"10,000"
EQUITY,NGARA,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Westlands,2 beds,2 baths,2 Toilets,"25,000"
Kenyatta,Woodley,2 beds,2 baths,2 Toilets,"22,000"
Nairobi,Roysambu,2 beds,2 baths,2 Toilets,"18,000"
Garage,Sunton,1 beds,1 baths,1 Toilets,"13,000"
Mwiki,Redsoil,1 beds,1 baths, Toilets,"7,000"
Garage,Sunton,2 beds,1 baths,1 Toilets,"12,500"
Garage,Sunton,beds,1 baths,1 Toilets,"8,000"
Kenyatta,Woodley,1 beds,1 baths,1 Toilets,"13,000"
Kenyatta,Woodley,1 beds,1 baths,1 Toilets,"7,500"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"13,000"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"7,500"
hospital,Getrudes,2 beds,2 baths,2 Toilets,"22,000"
Mlolongo,Sabaki,beds,1 baths,1 Toilets,"7,000"
COURT,BUCHUMA,2 beds,2 baths,2 Toilets,"20,000"
Donholm,NAIVAS,2 beds,2 baths,2 Toilets,"14,500"
Nairobi,Syokimau,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Ruaka,2 beds,1 baths,1 Toilets,"14,000"
Nairobi,Roysambu,1 beds,1 baths,1 Toilets,"10,000"
Kenyatta,Woodley,2 beds,1 baths,1 Toilets,"15,000"
Road,Kandara,3 beds,3 baths,3 Toilets,"110,000"
Nairobi,Riruta,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Hurlingham,2 beds,2 baths, Toilets,"30,009"
SHAPARA,OLE,1 beds,1 baths,1 Toilets,"15,000"
Kawangware,Kawangware,beds,1 baths,1 Toilets,"5,500"
West,Nairobi,3 beds,1 baths,2 Toilets,"22,000"
Kamutini,Sunton,1 beds,1 baths,1 Toilets,"11,000"
Nairobi,Utawala,3 beds,3 baths, Toilets,"30,000"
Nairobi,Ruai,beds, baths, Toilets,"24,000"
Area,Kasarani,2 beds,2 baths,2 Toilets,"18,000"
Highridge,Parklands,3 beds,3 baths,3 Toilets,"6,000"
Nairobi,Kilimani,2 beds,2 baths,2 Toilets,"70,000"
Nairobi,Karen,5 beds,6 baths,6 Toilets,"420,000"
Phase,Buruburu,2 beds,1 baths,1 Toilets,"20,000"
C,South,beds,1 baths,1 Toilets,"6,500"
Estate,Garden,4 beds,4 baths,5 Toilets,"90,000"
Kaptagat,Loresho,4 beds,4 baths,5 Toilets,"150,000"
Eastleigh,NOMADS,2 beds,2 baths,2 Toilets,"16,000"
ROAD,SORE,1 beds,1 baths,1 Toilets,"7,000"
Mathenge,general,3 beds,2 baths,2 Toilets,"34,000"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Highridge,1 beds,1 baths,1 Toilets,"10,000"
Sukari,Kahawa,2 beds,1 baths,1 Toilets,"20,000"
Wendani,Kahawa,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Thome,1 beds,1 baths,1 Toilets,"12,000"
Ngumo,Ngumo,beds,1 baths,1 Toilets,"6,500"
Nairobi,Thome,2 beds,1 baths,1 Toilets,"15,000"
Area,Kasarani,1 beds,1 baths,1 Toilets,"10,000"
Estate,Katani,3 beds,1 baths,1 Toilets,"22,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"5,000"
Estate,Garden,1 beds,1 baths,1 Toilets,"9,000"
B,South,1 beds,1 baths,1 Toilets,"6,000"
Kileleshwa,Kileleshwa,4 beds,4 baths,4 Toilets,"80,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"5,000"
5,Phase,3 beds,1 baths,1 Toilets,"20,000"
Rd.,Thika,1 beds,1 baths,1 Toilets,"7,500"
Estate,Nyayo,2 beds,1 baths,1 Toilets,"16,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Ngara,1 beds,1 baths,1 Toilets,"3,500"
Nairobi,Mirema,1 beds,1 baths,1 Toilets,"5,500"
Nairobi,Komarock,2 beds,2 baths,2 Toilets,"16,000"
Kasarani,Kasarani,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Madaraka,beds,1 baths,1 Toilets,"6,000"
View,Mountain,2 beds,2 baths,2 Toilets,"17,000"
Area,Kasarani,2 beds,2 baths,1 Toilets,"16,000"
Fedha,Fedha,4 beds,4 baths,4 Toilets,"45,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"5,500"
Road,Thika,1 beds,1 baths,1 Toilets,"5,500"
Nairobi,Utawala,2 beds,2 baths,2 Toilets,"14,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"8,500"
Ruaraka,Ruaraka,1 beds,1 baths,1 Toilets,"5,000"
Nairobi,Parklands,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Karen,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Karen,1 beds,1 baths,1 Toilets,"7,500"
Nairobi,Karen,1 beds,1 baths,1 Toilets,"6,500"
View,Mountain,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"6,000"
Area,Langata,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"5,500"
Rd,Ngong,1 beds,1 baths,1 Toilets,"7,000"
Area,Westlands,3 beds,2 baths,2 Toilets,"33,000"
Nairobi,Fedha,2 beds,2 baths,1 Toilets,"16,000"
B,South,2 beds,1 baths,1 Toilets,"15,000"
road,muthithi,1 beds,1 baths,1 Toilets,"7,000"
Area,Kasarani,1 beds,1 baths,1 Toilets,"9,000"
Langata,Langata,3 beds,3 baths,3 Toilets,"25,000"
Muthaiga,Muthaiga,4 beds,4 baths,4 Toilets,"80,000"
Nairobi,Chokaa,2 beds,2 baths,2 Toilets,"18,000"
Rd,Ngong,2 beds,2 baths,2 Toilets,"22,000"
Nairobi,Umoja,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Umoja,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Donholm,3 beds,3 baths,3 Toilets,"28,000"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Donholm,3 beds,3 baths,3 Toilets,"28,000"
Nairobi,Umoja,3 beds,3 baths,3 Toilets,"30,000"
Nairobi,Ruaka,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Ruaka,2 beds,2 baths,2 Toilets,"18,000"
Nairobi,Kasarani,1 beds,1 baths,1 Toilets,"10,000"
Thome,Thome,4 beds,4 baths,4 Toilets,"60,000"
Kabete,Lower,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Komarock,1 beds,1 baths,1 Toilets,"9,000"
Nairobi,Mirema,2 beds,2 baths,2 Toilets,"20,000"
Nairobi,Pangani,1 beds,1 baths,1 Toilets,"10,000"
View,Mountain,2 beds,1 baths,1 Toilets,"18,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Kasarani,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Kiamumbi,2 beds,2 baths,2 Toilets,"16,000"
Nairobi,Roysambu,beds,1 baths,1 Toilets,"6,000"
Road,ICD,1 beds,1 baths,1 Toilets,"7,500"
nakuru,Nairobi,2 beds,1 baths,1 Toilets,"20,000"
Nairobi,Ngara,beds,1 baths,1 Toilets,"6,000"
way,Mbagathi,2 beds,1 baths,1 Toilets,"20,000"
road,Savannah,1 beds,1 baths,1 Toilets,"6,500"
Daima,Imara,2 beds,1 baths,1 Toilets,"15,000"
West,Kahawa,1 beds,1 baths,1 Toilets,"9,000"
ROAD,THIKA,2 beds,2 baths,2 Toilets,"22,000"
Nairobi,Highridge,2 beds,1 baths,1 Toilets,"16,000"
Nairobi,Buruburu,1 beds,1 baths,1 Toilets,"10,000"
Kasarani,ICIPE,3 beds,1 baths,2 Toilets,"22,000"
Nairobi,Fedha,1 beds,1 baths,1 Toilets,"9,000"
Trm,Behind,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Parklands,1 beds,1 baths,1 Toilets,"6,500"
Nairobi,Donholm,1 beds,1 baths,1 Toilets,"10,000"
Center,Ruai,3 beds,1 baths,1 Toilets,"20,000"
Shopping,Ngara,1 beds,1 baths,1 Toilets,"6,500"
Sukari,Kahawa,1 beds,1 baths,1 Toilets,"10,000"
Parklands,Parklands,3 beds,3 baths,2 Toilets,"45,000"
Nairobi,Embakasi,2 beds,2 baths,2 Toilets,"15,000"
Nairobi,Ngara,2 beds,2 baths,2 Toilets,"18,000"
Estate,Garden,2 beds,2 baths,2 Toilets,"28,000"
Drive,Riverside,3 beds,3 baths,4 Toilets,"19,000,000"
way,Waiyaki,2 beds,1 baths,1 Toilets,"15,000"
Nairobi,Embakasi,1 beds,1 baths,1 Toilets,"11,000"
Nairobi,Embakasi,1 beds,1 baths,1 Toilets,"7,000"
Nairobi,Ngara,1 beds,1 baths,1 Toilets,"14,000"
Nairobi,Ngara,1 beds,1 baths,1 Toilets,"8,000"
Estate,Garden,1 beds,1 baths,1 Toilets,"14,000"
Estate,Garden,1 beds,1 baths,1 Toilets,"14,000"
Estate,Garden,1 beds,1 baths,1 Toilets,"8,500"
B,South,1 beds,1 baths,1 Toilets,"10,000"
Buruburu,Buruburu,3 beds,1 baths,1 Toilets,"22,000"
C,South,1 beds,1 baths,1 Toilets,"7,000"
area,Donholm,beds,1 baths,1 Toilets,"6,500"
C,South,1 beds,1 baths,1 Toilets,"12,000"
estate,Thome,3 beds,1 baths,2 Toilets,"23,000"
C,South,1 beds,1 baths,1 Toilets,"12,000"
way,Waiyaki,2 beds,1 baths,1 Toilets,"15,000"
WATER,KENYA,2 beds,2 baths,2 Toilets,"25,000"
Daima,Imara,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"10,000"
Nairobi,Utawala,1 beds,1 baths,1 Toilets,"6,000"
Nairobi,Langata,1 beds,1 baths,1 Toilets,"6,000"
NAIVAS,ROASTERS/,1 beds,1 baths,1 Toilets,"6,000"
west,Nairobi,beds,1 baths,1 Toilets,"6,500"
Estate,Garden,2 beds,2 baths,2 Toilets,"18,000"
South,Dagoretti,2 beds,2 baths,2 Toilets,"18,000"
