,City,Location,Bedrooms,Bathrooms,Parking,Price
476,Kikuyu,Kikuyu Town,2.0,2.0,0.0,23000
477,Nairobi,Kilimani,2.0,2.0,1.0,180000
478,Nairobi,Kilimani,3.0,5.0,1.0,120000
479,Nairobi,Lavington,2.0,2.0,1.0,130000
480,Nairobi,Thika Road,2.0,2.0,0.0,100000
481,Nairobi,Kileleshwa,2.0,3.0,1.0,8000
482,Nairobi,State House,3.0,3.0,1.0,300000
483,Westlands,Rhapta Road,2.0,,1.0,130000
484,Nyali,Nyali Area,3.0,4.0,1.0,90000
485,Westlands,Riverside,3.0,4.0,1.0,330000
486,Nairobi,Lavington,3.0,4.0,1.0,110000
487,Westlands,Parklands,3.0,,1.0,115000
488,Nairobi,Kilimani,3.0,3.0,1.0,110000
489,Westlands,Riverside,3.0,3.0,1.0,180000
490,Westlands,Spring Valley,3.0,2.0,1.0,220000
491,Nairobi,Ngong Road,2.0,2.0,1.0,65000
492,Nairobi,Kilimani,3.0,3.0,0.0,150000
493,Nairobi,Kilimani,3.0,3.0,1.0,82000
494,Nairobi,Thika Road,3.0,3.0,1.0,120000
495,Nyali,Nyali Area,3.0,4.0,1.0,60000
496,Nyali,Nyali Area,1.0,2.0,1.0,80000
497,Nairobi,Riara Road,2.0,2.0,1.0,85000
498,Nyali,Nyali Area,3.0,4.0,1.0,100000
499,Nairobi,Kilimani,3.0,2.0,0.0,65000
500,Nairobi,Karen,2.0,,0.0,55000
501,Nairobi,Kilimani,4.0,4.0,1.0,200000
502,Nairobi,Kileleshwa,2.0,3.0,0.0,85000
503,Nairobi,Kileleshwa,3.0,4.0,1.0,140000
504,Nairobi,Kileleshwa,3.0,3.0,1.0,150000
505,Westlands,Rhapta Road,1.0,1.0,0.0,120000
506,Embu,,0.0,1.0,1.0,7000
507,Westlands,Westlands Area,1.0,1.0,1.0,150000
508,Nairobi,South B,2.0,2.0,1.0,55000
509,Nairobi,Lavington,3.0,4.0,1.0,70000
510,Nairobi,Kileleshwa,2.0,2.0,1.0,180000
511,Westlands,Parklands,2.0,3.0,1.0,200000
512,Nairobi,Kileleshwa,2.0,1.0,0.0,110000
513,Westlands,Riverside,3.0,3.0,1.0,110000
514,Nairobi,Kileleshwa,3.0,3.0,1.0,150000
515,Nairobi,Kilimani,3.0,3.0,1.0,90000
516,Westlands,Westlands Area,2.0,2.0,1.0,160000
517,Nairobi,Kileleshwa,2.0,2.0,0.0,140000
518,Nairobi,Kilimani,2.0,2.0,1.0,150000
519,Westlands,Waiyaki Way,4.0,4.0,1.0,100000
520,Westlands,Spring Valley,3.0,3.0,1.0,350000
521,Westlands,Westlands Area,1.0,2.0,1.0,130000
522,Nairobi,Kilimani,3.0,4.0,1.0,250000
523,Nyali,Nyali Area,1.0,2.0,1.0,10000
524,Nairobi,Kileleshwa,3.0,2.0,0.0,140000
525,Nairobi,Karen,2.0,2.0,1.0,45000
526,Westlands,Spring Valley,3.0,4.0,1.0,300000
527,Westlands,Westlands Area,2.0,2.0,0.0,321000
528,Westlands,Westlands Area,3.0,3.0,1.0,135000
529,Machakos County,Mlolongo,0.0,,0.0,6000
530,Westlands,Runda,5.0,,1.0,551600
531,Nairobi,Lavington,4.0,4.0,1.0,170000
532,Nairobi,Kilimani,1.0,1.0,1.0,45000
533,Nairobi,Ngong Road,3.0,4.0,1.0,85000
534,Westlands,Riverside,3.0,4.0,1.0,200000
535,Westlands,Westlands Area,3.0,4.0,1.0,400000
536,Westlands,Rhapta Road,2.0,2.0,1.0,100000
537,Nyali,Kongowea,3.0,4.0,0.0,13000
538,Nairobi,Lavington,3.0,3.0,1.0,85000
539,Westlands,Spring Valley,2.0,2.0,1.0,250000
540,Nairobi,Kilimani,3.0,3.0,1.0,130000
541,Nairobi,Kileleshwa,3.0,4.0,0.0,200000
542,Westlands,Westlands Area,2.0,2.0,1.0,90000
543,Westlands,Westlands Area,3.0,3.0,1.0,270000
544,Nairobi,Kiambu Road,2.0,2.0,1.0,55000
545,Westlands,Parklands,2.0,2.0,1.0,160000
546,Nairobi,Lavington,4.0,4.0,1.0,150000
547,Nairobi,Lavington,3.0,3.0,1.0,150000
548,Nairobi,Kilimani,4.0,5.0,1.0,400000
549,Nairobi,Kileleshwa,3.0,3.0,1.0,100000
550,Westlands,Parklands,3.0,4.0,1.0,270000
551,Nairobi,Kiambu Road,2.0,2.0,1.0,56600
552,Nairobi,Kileleshwa,1.0,1.0,0.0,130000
553,Westlands,Lower Kabete,4.0,4.0,1.0,160000
554,Westlands,Westlands Area,3.0,3.0,1.0,135000
555,Westlands,Riverside,4.0,5.0,1.0,300000
556,Westlands,General Mathenge,4.0,4.0,1.0,150000
557,Westlands,Riverside,2.0,,1.0,165000
558,Westlands,Spring Valley,3.0,4.0,1.0,250000
559,Westlands,Westlands Area,3.0,2.0,1.0,90000
560,Westlands,Riverside,2.0,2.0,1.0,250000
561,Mombasa Island,Tudor,3.0,2.0,1.0,70000
562,Nairobi,Kileleshwa,3.0,3.0,0.0,150000
563,Nairobi,Kileleshwa,2.0,2.0,1.0,140000
564,Nairobi,Kilimani,2.0,3.0,1.0,180000
565,Nairobi,Kilimani,1.0,,1.0,120000
566,Kilifi County,Malindi,2.0,1.0,1.0,5000
567,Nairobi,Kilimani,2.0,2.0,1.0,120000
568,Nairobi,Kileleshwa,1.0,1.0,0.0,60000
569,Nairobi,Kilimani,3.0,3.0,1.0,160000
570,Nairobi,Kileleshwa,2.0,2.0,1.0,65000
571,Westlands,Westlands Area,2.0,2.0,1.0,150000
572,Nairobi,Kilimani,1.0,1.0,1.0,150000
573,Nairobi,Kilimani,3.0,3.0,1.0,200000
574,Nairobi,Lavington,6.0,4.0,1.0,200000
575,Kiambu County,Ruaka,2.0,2.0,,40000
576,Kiambu County,Ruaka,2.0,2.0,1.0,33000
577,Westlands,Kitisuru,4.0,5.0,1.0,90000
578,Nyali,Nyali Area,1.0,1.0,1.0,70000
579,Nairobi,Kilimani,4.0,4.0,1.0,150000
580,Westlands,Runda,1.0,2.0,1.0,120000
581,Westlands,Westlands Area,3.0,,,250000
582,Nairobi,Kileleshwa,4.0,4.0,1.0,140000
583,Westlands,Spring Valley,2.0,3.0,1.0,200000
584,Nairobi,Kilimani,3.0,3.0,1.0,150000
585,Westlands,Nyari,2.0,2.0,1.0,150000
586,Westlands,Westlands Area,3.0,3.0,1.0,220000
587,Nairobi,Kilimani,2.0,2.0,1.0,70000
588,Westlands,General Mathenge,2.0,2.0,1.0,150000
589,Westlands,Westlands Area,3.0,3.0,1.0,250000
590,Nairobi,Lavington,2.0,2.0,1.0,100000
591,Nairobi,Kilimani,2.0,2.0,1.0,75000
592,Westlands,Parklands,2.0,3.0,1.0,150000
593,Westlands,Riverside,3.0,3.0,1.0,250000
594,Nyali,Nyali Area,3.0,4.0,1.0,180000
595,Nairobi,Kileleshwa,4.0,4.0,1.0,150000
596,Westlands,Westlands Area,2.0,,1.0,170000
597,Westlands,Karura,4.0,4.0,1.0,320000
598,Westlands,Westlands Area,2.0,2.0,1.0,240000
599,Nairobi,Kilimani,3.0,2.0,1.0,320000
600,Westlands,Brookside,4.0,4.0,1.0,150000
601,Nairobi,Lavington,3.0,2.0,1.0,220000
602,Westlands,Rosslyn,1.0,1.0,1.0,100000
603,Nairobi,Lavington,3.0,4.0,1.0,150000
604,Nyali,Nyali Area,3.0,4.0,1.0,105000
605,Westlands,Spring Valley,3.0,3.0,1.0,150000
606,Nairobi,Ngong Road,3.0,2.0,1.0,65000
607,Westlands,Runda,1.0,1.0,1.0,70000
608,Nyali,Nyali Area,3.0,4.0,1.0,15000
609,Nyali,Nyali Area,3.0,2.0,1.0,15000
610,Nairobi,Kileleshwa,3.0,3.0,1.0,220000
611,Westlands,Westlands Area,3.0,3.0,1.0,250000
612,Westlands,Westlands Area,1.0,1.0,1.0,150000
613,Nairobi,Kileleshwa,3.0,3.0,1.0,120000
614,Nairobi,Lavington,4.0,4.0,1.0,230000
615,Westlands,Westlands Area,2.0,2.0,1.0,150000
616,Nairobi,Kileleshwa,2.0,2.0,0.0,75000
617,Nairobi,Kileleshwa,1.0,1.0,1.0,100000
618,Nairobi,Kileleshwa,2.0,2.0,1.0,85000
619,Westlands,Westlands Area,3.0,3.0,1.0,340000
620,Westlands,Riverside,4.0,4.0,1.0,150000
621,Nairobi,Kileleshwa,3.0,4.0,0.0,320000
622,Westlands,General Mathenge,4.0,5.0,1.0,220000
623,Westlands,Westlands Area,3.0,,0.0,not
624,Nairobi,Upper Hill,2.0,2.0,1.0,180000
625,Westlands,Westlands Area,0.0,1.0,1.0,27000
626,Nairobi,Thika Road,1.0,1.0,1.0,68000
627,Nairobi,Kilimani,2.0,3.0,1.0,130000
628,Westlands,Brookside,2.0,3.0,1.0,95000
629,Westlands,Spring Valley,4.0,4.0,1.0,570000
630,Westlands,Spring Valley,3.0,4.0,1.0,250000
631,Nairobi,Kilimani,2.0,3.0,1.0,85000
632,Nairobi,Lavington,3.0,3.0,1.0,100000
633,Nairobi,Kilimani,3.0,4.0,0.0,180000
634,Nairobi,Lavington,2.0,2.0,1.0,55000
635,Westlands,Riverside,3.0,3.0,1.0,280000
636,Westlands,Westlands Area,3.0,3.0,1.0,337500
637,Westlands,General Mathenge,3.0,3.0,1.0,190000
638,Westlands,Westlands Area,4.0,4.0,0.0,267000
639,Nairobi,Kileleshwa,3.0,2.0,1.0,95000
640,Nairobi,Kileleshwa,2.0,2.0,1.0,55000
641,Nairobi,Kilimani,2.0,2.0,1.0,9000
642,Westlands,Westlands Area,3.0,3.0,1.0,180000
643,Nairobi,Kilimani,2.0,,1.0,220000
644,Nairobi,Lavington,,,,
645,Nairobi,Lavington,3.0,2.0,1.0,65000
646,Westlands,Westlands Area,2.0,2.0,1.0,140000
647,Nairobi,Lavington,3.0,2.0,1.0,55000
648,Nairobi,Kiambu Road,2.0,2.0,1.0,135000
649,Westlands,Westlands Area,3.0,3.0,1.0,120000
650,Westlands,Riverside,2.0,2.0,1.0,270000
651,Mombasa Island,Tudor,3.0,4.0,,70000
652,Nairobi,Kileleshwa,3.0,2.0,1.0,80000
653,Nairobi,Kilimani,3.0,3.0,1.0,150000
654,Westlands,Karura,4.0,5.0,1.0,550000
655,Westlands,Riverside,4.0,3.0,1.0,120000
656,Westlands,Westlands Area,3.0,3.0,1.0,260000
657,Nairobi,Ngong Road,2.0,2.0,,65000
658,Nairobi,Kileleshwa,3.0,3.0,1.0,250000
659,Westlands,Riverside,3.0,,1.0,300000
660,Westlands,Rhapta Road,1.0,1.0,1.0,160000
661,Nairobi,Lavington,3.0,3.0,1.0,100000
662,Westlands,Rhapta Road,2.0,3.0,0.0,200000
663,Westlands,Westlands Area,3.0,3.0,1.0,350000
664,Westlands,Riverside,3.0,3.0,1.0,200000
665,Nairobi,Kileleshwa,2.0,2.0,0.0,45000
666,Nairobi,Kiambu Road,2.0,2.0,1.0,120000
667,Nairobi,Kileleshwa,3.0,3.0,1.0,130000
668,Nairobi,Ngong Road,2.0,,1.0,150000
669,Nairobi,Kileleshwa,2.0,2.0,1.0,70000
670,Westlands,Westlands Area,1.0,1.0,1.0,130000
671,Nairobi,Kilimani,2.0,3.0,0.0,160000
672,Nyali,Nyali Area,3.0,4.0,1.0,110000
673,Nairobi,Kilimani,3.0,3.0,1.0,150000
674,Westlands,Brookside,4.0,4.0,1.0,150000
675,Nyali,Nyali Area,2.0,2.0,1.0,100000
676,Nairobi,Kilimani,2.0,2.0,1.0,65000
677,Nairobi,Upper Hill,1.0,1.0,1.0,10000
678,Mombasa Island,Tudor,3.0,3.0,1.0,180000
679,Westlands,Rhapta Road,2.0,3.0,1.0,250000
680,Nairobi,Kilimani,2.0,2.0,1.0,130000
681,Nairobi,Kilimani,2.0,1.0,1.0,55000
682,Nairobi,Lavington,3.0,4.0,1.0,120000
683,Westlands,Parklands,4.0,,1.0,270000
684,Nairobi,Kilimani,3.0,2.0,1.0,75000
685,Westlands,Riverside,3.0,3.0,1.0,350000
686,Nairobi,Kilimani,2.0,2.0,1.0,130000
687,Nyali,Nyali Area,3.0,3.0,1.0,80000
688,Nairobi,Kileleshwa,3.0,3.0,1.0,90000
689,Westlands,Westlands Area,2.0,,1.0,180000
690,Westlands,Westlands Area,3.0,3.0,1.0,380000
691,Westlands,Rhapta Road,2.0,2.0,1.0,175000
692,Westlands,Westlands Area,3.0,4.0,1.0,200000
693,Nairobi,Kileleshwa,3.0,3.0,1.0,300000
694,Nairobi,Kilimani,2.0,2.0,1.0,75000
695,Westlands,Rosslyn,1.0,1.0,1.0,130000
696,Westlands,Westlands Area,2.0,1.0,1.0,70000
697,Nyali,Mkomani,2.0,2.0,1.0,85000
698,Nairobi,Kileleshwa,2.0,2.0,1.0,70000
699,Westlands,Runda,3.0,4.0,1.0,230000
700,Westlands,General Mathenge,3.0,4.0,1.0,165000
701,Westlands,Spring Valley,3.0,2.0,0.0,170000
702,Westlands,Westlands Area,3.0,3.0,1.0,300000
703,Nyali,Nyali Area,2.0,3.0,1.0,100000
704,Westlands,Westlands Area,3.0,3.0,1.0,300000
705,Westlands,Brookside,2.0,,1.0,165000
706,Westlands,Riverside,3.0,,0.0,200000
707,Nairobi,Kilimani,2.0,3.0,0.0,95000
708,Nairobi,Muthaiga,3.0,2.0,1.0,200000
709,Westlands,Westlands Area,0.0,,1.0,164340
710,Nairobi,Ngara,3.0,2.0,1.0,90000
711,Nairobi,Kilimani,1.0,1.0,1.0,105000
712,Nyali,Kongowea,3.0,4.0,1.0,90000
713,Nairobi,Kileleshwa,3.0,3.0,1.0,170000
714,Machakos County,Athi River,3.0,,1.0,35000
715,Nairobi,Nairobi West,1.0,1.0,1.0,85000
716,Nairobi,Kasarani,3.0,3.0,0.0,200000
717,Nairobi,Kileleshwa,3.0,2.0,0.0,90000
718,Nyali,Nyali Area,4.0,5.0,1.0,200000
719,Kiambu County,Ruaka,2.0,2.0,1.0,22000
720,Westlands,Parklands,1.0,1.0,1.0,125000
721,Nairobi,Kilimani,2.0,2.0,1.0,80000
722,Westlands,Kitisuru,2.0,2.0,1.0,230000
723,Westlands,Westlands Area,1.0,1.0,1.0,90000
724,Nairobi,Kiambu Road,0.0,,1.0,14000
725,Nairobi,Kilimani,2.0,,0.0,80000
726,Westlands,Riverside,3.0,2.0,1.0,110000
727,Roysambu,Mirema,1.0,1.0,1.0,25000
728,Nairobi,Kilimani,3.0,3.0,1.0,200000
729,Westlands,Riverside,3.0,3.0,1.0,150000
730,Westlands,Mountain View,3.0,2.0,1.0,110000
731,Westlands,Brookside,2.0,2.0,1.0,250000
732,Nairobi,Lavington,1.0,2.0,1.0,150000
733,Nairobi,Lavington,2.0,3.0,1.0,120000
734,Nairobi,Kileleshwa,6.0,6.0,0.0,160000
735,Nairobi,Lavington,3.0,4.0,1.0,260000
736,Westlands,Rhapta Road,3.0,4.0,1.0,150000
737,Kiambu County,Ruaka,1.0,1.0,1.0,35000
738,Westlands,Rosslyn,3.0,,1.0,220000
739,Westlands,Waiyaki Way,4.0,3.0,1.0,75000
740,Westlands,General Mathenge,3.0,3.0,0.0,200000
741,Westlands,Rosslyn,1.0,1.0,1.0,100000
742,Westlands,Riverside,4.0,5.0,1.0,300000
743,Westlands,Nyari,3.0,3.0,1.0,435750
744,Nyali,Nyali Area,3.0,4.0,1.0,65000
745,Nairobi,Lavington,5.0,5.0,1.0,250000
746,Westlands,Brookside,2.0,2.0,0.0,235000
747,Westlands,Westlands Area,1.0,1.0,1.0,90000
748,Nairobi,Kilimani,3.0,2.0,1.0,95000
749,Nairobi,Kileleshwa,4.0,4.0,0.0,250000
750,Nyali,Nyali Area,2.0,3.0,1.0,20000
751,Nairobi,Kilimani,2.0,2.0,1.0,75000
752,Nairobi,Lavington,3.0,3.0,1.0,90000
753,Westlands,Westlands Area,2.0,2.0,1.0,170000
754,Nairobi,Lavington,3.0,3.0,1.0,100000
755,Westlands,Westlands Area,1.0,1.0,1.0,45000
756,Nyali,Nyali Area,4.0,5.0,1.0,200000
757,Kiambu County,Ruaka,3.0,2.0,1.0,55000
758,Nyali,Kongowea,3.0,4.0,1.0,90000
759,Westlands,Riverside,3.0,3.0,1.0,280000
760,Westlands,Spring Valley,2.0,2.0,1.0,265000
761,Nairobi,Ngong Road,3.0,2.0,1.0,60000
762,Nairobi,Kileleshwa,3.0,1.0,1.0,65000
763,Westlands,Rhapta Road,2.0,3.0,1.0,140000
764,Westlands,Westlands Area,4.0,4.0,1.0,250000
765,Westlands,Nyari,3.0,3.0,1.0,563200
766,Nyali,Nyali Area,2.0,2.0,1.0,35000
767,Nairobi,Kilimani,1.0,2.0,1.0,70000
768,Nairobi,Kilimani,2.0,3.0,,170000
769,Westlands,Parklands,3.0,4.0,1.0,230000
770,Nairobi,Lavington,2.0,2.0,1.0,75000
771,Westlands,Westlands Area,2.0,2.0,1.0,100000
772,Nairobi,Kileleshwa,3.0,4.0,1.0,150000
773,Westlands,Rhapta Road,3.0,3.0,1.0,100000
774,Westlands,Westlands Area,3.0,3.0,1.0,220000
775,Westlands,Westlands Area,2.0,2.0,1.0,260000
776,Nairobi,Kilimani,1.0,1.0,1.0,65000
777,Westlands,General Mathenge,4.0,,0.0,270000
778,Nairobi,Lavington,3.0,3.0,0.0,350000
779,Nairobi,Kileleshwa,2.0,2.0,0.0,140000
780,Nairobi,Karen Hardy,3.0,3.0,1.0,150000
781,Nairobi,Kasarani,1.0,1.0,0.0,14000
782,Nairobi,Kilimani,2.0,3.0,1.0,120000
783,Westlands,Waiyaki Way,4.0,4.0,1.0,160000
784,Westlands,General Mathenge,4.0,5.0,1.0,220000
785,Nairobi,Kileleshwa,4.0,5.0,1.0,160000
786,Nairobi,Kileleshwa,2.0,2.0,1.0,190000
787,Westlands,Loresho,2.0,2.0,1.0,55000
788,Kiambu County,Ruaka,1.0,1.0,1.0,18000
789,Westlands,Riverside,4.0,3.0,1.0,130000
790,Westlands,General Mathenge,3.0,4.0,0.0,130000
791,Westlands,Parklands,3.0,3.0,0.0,not
792,Nyali,Mkomani,3.0,2.0,1.0,100000
793,Westlands,Riverside,1.0,2.0,1.0,190000
794,Westlands,Rhapta Road,3.0,3.0,1.0,240000
795,Westlands,General Mathenge,1.0,1.0,1.0,270000
796,Nairobi,Kilimani,2.0,2.0,1.0,100000
797,Westlands,Brookside,4.0,4.0,1.0,220000
798,Nyali,Nyali Area,3.0,3.0,1.0,98000
799,Westlands,Parklands,3.0,3.0,1.0,220000
800,Nairobi,Thika Road,3.0,3.0,1.0,150000
801,Nairobi,Kilimani,2.0,,1.0,90000
802,Westlands,Nyari,2.0,3.0,1.0,150000
803,Westlands,Spring Valley,3.0,4.0,1.0,330000
804,Nairobi,Valley Arcade,3.0,3.0,1.0,130000
805,Nairobi,Kilimani,2.0,3.0,1.0,160000
806,Nairobi,Kilimani,3.0,4.0,1.0,150000
807,Nyali,Nyali Area,3.0,3.0,1.0,108000
808,Westlands,Brookside,4.0,5.0,1.0,400000
809,Nairobi,Kilimani,2.0,3.0,1.0,220000
810,Nairobi,Kilimani,2.0,3.0,1.0,70000
811,Westlands,Riverside,3.0,4.0,1.0,150000
812,Nairobi,Lavington,3.0,3.0,1.0,90000
813,Nairobi,Kilimani,3.0,3.0,1.0,83000
814,Mombasa,Bamburi,1.0,1.0,1.0,17500
815,Nairobi,Lavington,4.0,4.0,1.0,170000
816,Nairobi,Kileleshwa,3.0,3.0,1.0,100000
817,Westlands,Westlands Area,3.0,4.0,1.0,250000
818,Nairobi,Kilimani,2.0,2.0,1.0,65000
819,Nairobi,Kileleshwa,2.0,2.0,1.0,47000
820,Nairobi,Kilimani,3.0,4.0,1.0,150000
821,Westlands,Gigiri,1.0,1.0,1.0,200000
822,Westlands,Riverside,4.0,5.0,1.0,650000
823,Nairobi,Kileleshwa,3.0,2.0,1.0,130000
824,Nyali,Nyali Area,4.0,5.0,1.0,230000
825,Westlands,Westlands Area,1.0,1.0,1.0,140000
826,Nairobi,Lavington,2.0,2.0,1.0,70000
827,Mombasa,Bamburi,2.0,,1.0,25000
828,Nairobi,Kilimani,3.0,3.0,1.0,80000
829,Nairobi,Upper Hill,3.0,3.0,1.0,250000
830,Nairobi,Kileleshwa,3.0,4.0,1.0,170000
831,Nairobi,Kilimani,2.0,3.0,1.0,150000
832,Nairobi,Kilimani,2.0,,1.0,65000
833,Westlands,Riverside,3.0,3.0,1.0,250000
834,Westlands,Rhapta Road,1.0,2.0,1.0,100000
835,Westlands,Westlands Area,3.0,3.0,1.0,85000
836,Westlands,Westlands Area,2.0,3.0,1.0,117500
837,Nairobi,Lavington,5.0,6.0,0.0,300000
838,Westlands,Westlands Area,3.0,3.0,1.0,250000
839,Kiambu County,Ruaka,2.0,,,35000
840,Nairobi,Kileleshwa,2.0,3.0,1.0,180000
841,Kikuyu,Kikuyu Town,1.0,1.0,1.0,12500
842,Westlands,Westlands Area,3.0,3.0,1.0,240000
843,Nairobi,Kileleshwa,3.0,3.0,1.0,140000
844,Nyali,Nyali Area,3.0,4.0,1.0,100000
845,Nairobi,Kileleshwa,2.0,2.0,1.0,85000
846,Westlands,Parklands,3.0,3.0,1.0,180000
847,Nairobi,Kileleshwa,2.0,3.0,1.0,120000
848,Nyali,Nyali Area,3.0,2.0,1.0,30000
849,Westlands,Parklands,3.0,4.0,1.0,200000
850,Nyali,Nyali Area,3.0,4.0,1.0,130000
851,Westlands,Runda,4.0,6.0,1.0,290000
852,Westlands,Westlands Area,3.0,4.0,1.0,155000
853,Westlands,Westlands Area,1.0,1.0,1.0,110000
854,Westlands,Parklands,3.0,3.0,1.0,250000
855,Nairobi,Kilimani,1.0,1.0,1.0,130000
856,Westlands,Parklands,4.0,5.0,1.0,165000
857,Nairobi,Kilimani,2.0,,1.0,130000
858,Nairobi,Thika Road,1.0,1.0,0.0,64000
859,Westlands,Riverside,4.0,4.0,1.0,110000
860,Westlands,Westlands Area,3.0,3.0,1.0,150000
861,Nyali,Nyali Area,3.0,4.0,1.0,100000
862,Westlands,Westlands Area,2.0,3.0,1.0,150000
863,Westlands,Parklands,3.0,4.0,1.0,300000
864,Mombasa Island,Tudor,3.0,4.0,1.0,80000
865,Westlands,Spring Valley,3.0,3.0,1.0,320000
866,Westlands,Riverside,1.0,1.0,1.0,200000
867,Kiambu County,Ruaka,2.0,2.0,1.0,40000
868,Westlands,Riverside,3.0,3.0,1.0,100000
869,Westlands,Riverside,3.0,3.0,0.0,300000
870,Kiambu County,Thika,2.0,1.0,1.0,20000
871,Roysambu,Garden Estate,2.0,3.0,1.0,9000
872,Westlands,Parklands,2.0,2.0,1.0,60000
873,Nairobi,Muthaiga,3.0,4.0,1.0,250000
874,Nyali,Nyali Area,3.0,4.0,1.0,120000
875,Nyali,Nyali Area,4.0,5.0,1.0,45000
876,Kiambu County,Ruaka,2.0,2.0,1.0,45000
877,Westlands,Westlands Area,2.0,2.0,1.0,250000
878,Nairobi,Kilimani,1.0,,1.0,170000
879,Westlands,Westlands Area,2.0,1.0,1.0,380000
880,Westlands,Riverside,2.0,3.0,1.0,80000
881,Westlands,Westlands Area,2.0,2.0,1.0,200000
882,Nyali,Nyali Area,3.0,4.0,1.0,110000
883,Nairobi,Kilimani,3.0,3.0,1.0,230000
884,Westlands,Riverside,3.0,4.0,1.0,250000
885,Nairobi,Kilimani,3.0,3.0,1.0,350000
886,Westlands,General Mathenge,3.0,4.0,1.0,250000
887,Nyali,Nyali Area,4.0,5.0,1.0,160000
888,Westlands,Riverside,2.0,,0.0,200000
889,Nyali,Nyali Area,3.0,2.0,1.0,130000
890,Westlands,Kitisuru,2.0,2.0,1.0,200000
891,Nairobi,Muthaiga,3.0,2.0,0.0,200000
892,Nairobi,Lavington,3.0,2.0,1.0,80000
893,Nairobi,Kilimani,0.0,1.0,1.0,110000
894,Westlands,Westlands Area,1.0,2.0,1.0,100000
895,Nyali,Nyali Area,3.0,4.0,1.0,185000
896,Westlands,Kitisuru,3.0,3.0,1.0,250000
897,Nairobi,Kileleshwa,6.0,6.0,1.0,170000
898,Nairobi,Lavington,3.0,3.0,1.0,70000
899,Nairobi,Waithaka,4.0,4.0,1.0,390000
900,Nairobi,Lavington,2.0,2.0,1.0,75000
901,Nairobi,Lavington,1.0,1.0,0.0,65000
902,Nairobi,Kilimani,3.0,3.0,1.0,170000
903,Nairobi,Kileleshwa,3.0,2.0,1.0,75000
904,Kiambu County,Ruaka,3.0,3.0,1.0,55000
905,Nairobi,Lavington,2.0,2.0,1.0,85000
906,Kilifi County,Mtwapa,3.0,3.0,1.0,85000
907,Westlands,Westlands Area,1.0,1.0,1.0,100000
908,Nairobi,Lavington,4.0,4.0,1.0,170000
909,Nairobi,Kileleshwa,2.0,2.0,1.0,75000
910,Westlands,Riverside,3.0,3.0,1.0,170000
911,Nairobi,State House,3.0,3.0,1.0,130000
912,Nairobi,Upper Hill,2.0,2.0,0.0,200000
913,Nyali,Nyali Area,2.0,2.0,1.0,120000
914,Nyali,Mkomani,2.0,1.0,1.0,55000
915,Nyali,Nyali Area,4.0,6.0,1.0,180000
916,Kiambu County,Ruaka,2.0,2.0,,45000
917,Westlands,Westlands Area,2.0,2.0,1.0,70000
918,Nairobi,Kilimani,2.0,3.0,1.0,90000
919,Nairobi,Kilimani,2.0,2.0,1.0,9000
920,Westlands,Waiyaki Way,2.0,2.0,1.0,260000
921,Westlands,Parklands,3.0,3.0,1.0,85000
922,Westlands,Westlands Area,3.0,4.0,1.0,445000
923,Nairobi,Lavington,1.0,2.0,1.0,120000
924,Nairobi,Kileleshwa,2.0,2.0,1.0,72000
925,Nairobi,Kileleshwa,4.0,4.0,1.0,200000
926,Nairobi,Lavington,4.0,4.0,1.0,245000
927,Westlands,Rhapta Road,3.0,3.0,1.0,100000
928,Westlands,Westlands Area,2.0,2.0,1.0,190000
929,Nairobi,Madaraka,2.0,2.0,0.0,90000
930,Nairobi,Kilimani,2.0,2.0,1.0,100000
931,Nairobi,Riara Road,3.0,4.0,1.0,150000
932,Nairobi,Kilimani,2.0,2.0,1.0,160000
933,Westlands,Westlands Area,3.0,3.0,1.0,200000
934,Nyali,Nyali Area,3.0,3.0,1.0,40000
935,Nairobi,Kileleshwa,3.0,3.0,0.0,140000
936,Westlands,Kitisuru,2.0,1.0,,17000
937,Westlands,Brookside,4.0,5.0,1.0,200000
938,Nairobi,Kilimani,2.0,2.0,1.0,200000
939,Nairobi,Kilimani,2.0,3.0,1.0,150000
940,Nairobi,Kileleshwa,3.0,3.0,1.0,85000
941,Westlands,Riverside,3.0,2.0,1.0,240000
942,Nairobi,Langata,2.0,2.0,1.0,50000
943,Westlands,Kitisuru,1.0,1.0,1.0,23000
944,Nairobi,Kilimani,4.0,4.0,1.0,110000
945,Westlands,Spring Valley,3.0,2.0,0.0,200000
946,Nairobi,Kiambu Road,3.0,3.0,1.0,55000
947,Nairobi,Kilimani,3.0,3.0,1.0,100000
948,Nairobi,Lavington,2.0,2.0,1.0,80000
949,Westlands,Parklands,3.0,3.0,1.0,250000
950,Nairobi,Kileleshwa,1.0,1.0,1.0,150000
951,Nairobi,Kileleshwa,1.0,1.0,1.0,110000
952,Nairobi,Kilimani,2.0,2.0,1.0,170000
953,Nairobi,Kilimani,2.0,2.0,1.0,65000
954,Nyali,Nyali Area,3.0,2.0,1.0,60000
955,Nyali,Nyali Area,2.0,2.0,1.0,100000
956,Westlands,Parklands,2.0,2.0,1.0,155000
957,Westlands,Riverside,3.0,,1.0,220000
958,Westlands,Brookside,4.0,3.0,1.0,220000
959,Nairobi,Thika Road,2.0,2.0,0.0,145000
960,Westlands,Riverside,1.0,1.0,1.0,190000
961,Westlands,Parklands,2.0,2.0,0.0,75000
962,Nairobi,Kilimani,2.0,3.0,1.0,220000
