City,Location,Bedrooms,Bathrooms,Toilets,Price
Nairobi,Kilimani,3,3,3,95000
Nairobi,Lavington,2,2,2,60000
Nairobi,Westlands,1,1,1,10000
Nairobi,Westlands,1,1,1,10000
Nairobi,Parklands,1,1,1,6000
Savannah,Lower,1,1,1,9000
Nairobi,Kiamumbi,2,2,2,17000
Nairobi,Mlolongo,1,1,1,9000
Daima,Imara,1,1,1,7000
Nairobi,Karen,1,1,1,6500
Nairobi,Kitisuru,1,1,1,17000
Nairobi,Umoja,1,1,1,6000
North,Kayole,2,2,2,14000
North,Kayole,1,1,1,3000
Nairobi,Komarock,1,1,1,6000
Nairobi,Komarock,2,2,2,15000
Nairobi,Buruburu,1,1,1,9000
Kahawa,Wendani,1,1,1,13000
Rd,Ngong,1,1,1,9000
Road,Thika,3,3,3,30000
avenue,1st,1,1,1,16000
Nairobi,Utawala,1,1,1,10000
Nairobi,Thome,1,1,1,15000
B,South,1,1,1,9000
Nairobi,Ngara,1,1,1,5500
Daima,Imara,1,1,1,9000
west,Kahawa,1,1,1,8500
Langata,Langata,3,3,3,25000
Nairobi,Umoja,1,1,1,9000
naivas,near,2,2,2,33000
estate,Savannah,1,1,1,16000
Nairobi,Madaraka,2,2,2,18000
success,Zimmerman,1,1,1,12000
Drive,Mirema,3,3,3,27000
estate,Thome,1,1,1,16000
Dam,Langata,1,1,1,15000
Near,Karen,4,4,5,80000
5,Phase,1,1,1,22000
Nairobi,Pangani,1,1,1,9000
shopping,Pangani,1,1,1,18000
Nairobi,Pangani,2,2,2,17000
Nairobi,Buruburu,2,2,2,16000
Nairobi,Parkland,2,2,2,26000
Nairobi,Utawala,2,2,2,18000
LANE,JABAVU,1,1,1,10000
Nairobi,Utawala,3,3,3,28000
Waiyaki,Kangemi,1,1,1,7000
TWO,JAMUHURI,1,1,1,14000
ROAD,NGONG,1,1,1,17000
Nairobi,Parkland,1,1,1,14000
Nairobi,Parkland,1,1,1,8500
Nairobi,Utawala,1,1,1,10000
Nairobi,Utawala,1,1,1,7500
Jamhuri,Jamhuri,1,1,1,13500
Kileleshwa,Kileleshwa,1,1,1,20000
B,South,1,1,1,7000
Sukari,Kahawa,2,2,2,17000
Mara,Donholm,2,2,2,25000
estate,Buruburu,1,1,1,16000
road,Thika,1,1,1,18000
View,Mountain,1,1,1,8500
North,Eastleigh,1,1,1,10000
Nairobi,Parkland,1,1,1,6500
Nairobi,Utawala,1,1,1,8500
Nairobi,Umoja,1,1,1,10000
Ngara,Ngara,1,1,1,11000
Ruthimitu,Uthiru,1,1,1,8000
Nairobi,Utawala,1,1,1,5000
Nairobi,Madaraka,,,,7000
Area,Roysambu,1,1,1,10000
Nairobi,Ruaka,1,1,1,8000
Nairobi,Donholm,1,1,1,10000
Makadara,STRATHMORE,1,1,1,14500
Kiambu,Thindigua,2,2,2,25000
Kasarani,Sunton,1,1,1,8500
Utawala,Utawala,2,2,2,25000
road,Deliverance,1,1,1,11000
B,South,,,,20000
Nairobi,Thome,,,,18000
Donholm,EQUITY,1,1,1,10000
Nairobi,Donholm,,,,17000
Nairobi,Madaraka,,,,18000
Nairobi,Kiamumbi,3,3,,20000
Utawala,UTAWALA,2,2,2,20000
Donholm,DONHOLM,2,2,2,14000
Kasarani,SANDTON,2,2,2,14000
Kasarani,KASARANI,2,2,2,18000
Roysambu,ROYSAMBU,1,1,1,8000
WENDANI,KAHAWA,2,2,2,13000
ROAD,KENYATTA,2,2,2,15000
North,Eastleigh,2,2,2,18000
Nairobi,Kasarani,2,2,2,17000
Nairobi,Donholm,2,2,2,18000
Nairobi,Ruaka,2,2,2,18000
Syokimau,syokimau,1,1,1,9000
North,Eastleigh,1,1,1,12000
North,Eastleigh,1,1,1,7500
Nairobi,Donholm,1,1,1,12000
Nairobi,Donholm,1,1,1,7500
Nairobi,Ruaka,1,1,1,12000
Nairobi,Ruaka,1,1,1,7500
ROAD,JABAVU,2,2,2,32000
Nairobi,Kasarani,1,1,1,9000
Nairobi,Kasarani,2,2,2,17000
Nairobi,Buruburu,1,1,1,5500
Nairobi,Kileleshwa,5,5,5,21000000
avenue,Chania,3,3,3,80000
ROAD,SORE,1,1,1,16000
Dagoretti,Riruta,2,2,2,45000
Eastleigh,NOMADS,2,2,2,16000
Donholm,DONHOLM,1,1,1,10000
Nairobi,Ruaka,2,2,2,22000
Nairobi,Kileleshwa,4,4,4,110000
Nairobi,Buruburu,2,2,2,23000
Nairobi,Madaraka,2,2,2,25000
Nairobi,Utawala,1,1,1,10000
Nairobi,Kileleshwa,2,2,,30000
Nairobi,Madaraka,3,3,,30000
Nairobi,Ruai,1,1,1,5000
close,Muthaiga,1,1,1,7000
Estate,Fedha,1,1,1,6000
North,Eastleigh,2,2,2,23000
Mara,Donholm,2,2,2,17000
Nairobi,Buruburu,2,2,2,17000
Nairobi,Umoja,1,1,1,8000
Kamiti,Kiamumbi,2,2,2,22000
Nairobi,Parklands,2,2,2,40000
Umoja,Umoja,1,1,1,6000
centre,Kasuku,3,3,3,110000
Nairobi,Mirema,3,3,3,25000
Marurui,Marurui,2,2,2,16000
3,Phase,1,1,1,10000
Estate,Garden,1,1,1,14000
Nairobi,Fedha,2,2,2,16000
Kabete,Lower,1,1,1,7000
Nairobi,Fedha,2,2,2,15000
Nairobi,Highridge,2,2,2,27000
Nairobi,Mlolongo,1,1,1,7000
Nairobi,Fedha,1,1,1,8000
Utawala,Utawala,2,2,2,15000
Mirema,Zimmerman,2,2,2,30000
Kasarani,Kasarani,1,1,1,11500
Nairobi,Umoja,1,1,1,8000
Near,Karen,4,4,5,80000
Nairobi,Highridge,1,1,1,16000
Jamhuri,Jamhuri,1,1,1,13000
Hurlingham,Hurlingham,3,3,3,38000
Nairobi,Highridge,1,1,1,8500
Nairobi,Madaraka,1,1,1,10000
Nairobi,Kileleshwa,1,1,1,13000
Nairobi,Donholm,1,1,1,5000
Nairobi,Langata,1,1,1,15000
close,Ruaraka,1,1,1,14000
C,South,2,2,2,22500
Nairobi,Kiamumbi,1,1,1,14000
Area,Kasarani,1,1,1,10000
Nairobi,Buruburu,1,1,1,15000
Nasra,Komarock,1,1,1,10000
Sukari,Kahawa,1,1,1,5500
Way,Waiyaki,1,1,1,6500
Daima,Imara,1,1,1,6000
Nairobi,Ridgeways,5,5,5,50000
Nairobi,Mirema,1,1,1,9000
Estate,Garden,3,3,3,30000
Road.,Catholic,1,1,1,14000
Estate,Garden,3,3,3,30000
Nairobi,Donholm,2,2,2,15000
Nairobi,Highridge,1,1,1,9000
Uthiru,Uthiru,1,1,1,9500
Waiyaki,Kangemi,1,1,1,7000
Center,Ruai,1,1,1,16000
Ngara,EQUITY,1,1,1,7000
TWO,JAMUHURI,1,1,1,14000
TREE,FIG,1,1,1,15000
Nairobi,Langata,2,2,2,22000
Marurui,Marurui,3,3,3,22000
ICIPE,Kasarani,2,2,2,25000
Roysambu,Roysambu,1,1,1,6500
Nairobi,Mlolongo,2,2,2,14000
way,Waiyaki,1,1,1,15000
Nairobi,Langata,1,1,1,14000
Nairobi,Langata,1,1,1,8500
Nairobi,Mirema,1,1,1,11000
Nairobi,Mirema,1,1,1,7500
Pangani,Pangani,1,1,1,7000
Nairobi,Mlolongo,1,1,1,9000
Nairobi,Mlolongo,1,1,1,6000
close,Woodley,1,1,1,13000
close,Muthaiga,1,1,1,17000
Ruaka,Ruaka,1,1,1,6000
ROAD,MENELIK,1,1,1,14500
Nairobi,Komarock,1,1,1,12000
Nairobi,Mirema,2,2,2,18000
Nairobi,Mirema,2,2,2,18000
Buruburu,Buruburu,1,1,1,11000
B,South,1,1,1,14000
khan,Aga,2,2,2,32000
Road,Ngong,1,1,1,7500
Sabaki,Mlolongo,2,2,2,16000
Kasuku,Near,4,4,5,22000000
View,Mountain,1,1,1,7000
Karen,Karen,1,1,1,16500
Nairobi,Buruburu,,,,10000
Nairobi,Buruburu,,,,10000
Nairobi,Langata,,,,12000
West,Nairobi,,,,10000
Nairobi,Kasarani,,,,11000
Nairobi,Zimmerman,,,,10000
Westlands,Westlands,1,1,1,22000
Utawala,Utawala,1,1,1,6000
Sukari,Kahawa,1,1,1,14000
Nairobi,Kangemi,,,,9000
Nairobi,Buruburu,1,1,,10000
Nairobi,Donholm,,,,10000
Nairobi,Buruburu,,,,6000
Mirema,Mirema,1,1,1,16000
Estate,Madaraka,1,1,1,6500
B,South,1,1,1,9000
road,Ngong,1,1,1,16000
road,Ngong,1,1,1,16000
Nairobi,Buruburu,,,,10000
Ngumba,Ngumba,1,1,1,23000
Season's,Kasarani,1,1,1,17000
ROAD,KODI,2,2,2,24000
Jabavu,Hurlingham,1,1,1,16000
Daima,Imara,3,3,3,28000
Daima,Imara,2,2,2,18000
Nairobi,Umoja,2,2,2,14000
Nairobi,Madaraka,2,2,2,25000
Sukari,Kahawa,2,2,2,17000
Daima,Imara,1,1,1,13000
Park,Safari,1,1,1,24000
Daima,Imara,1,1,1,7500
ROAD,NGONG,1,1,1,7000
ROAD,NGONG,1,1,1,7000
Nairobi,Umoja,1,1,1,11000
Nairobi,Umoja,1,1,1,6500
Road,Bogani,5,5,5,300000
Nairobi,Madaraka,1,1,1,14000
Kahawa,Quickmatt,1,1,1,6000
Nairobi,Madaraka,1,1,1,8500
Sukari,Kahawa,1,1,1,12000
Sukari,Kahawa,1,1,1,7500
View,Mountain,1,1,1,22000
C,SOUTH,1,1,1,7000
Madaraka,STRATHMORE,1,1,1,7000
Nairobi,Embakasi,2,2,2,15000
Sukari,Kahawa,2,2,2,15000
Road,Othaya,3,3,4,100000
Utawala,Ũtawala,3,3,,22000
Nairobi,Ruaka,1,1,1,8500
Daima,Imara,2,2,2,18000
Rd,Ngong,1,1,1,6500
Nairobi,Parkland,2,2,2,18000
Area,Langata,1,1,1,12000
Area,Roysambu,2,2,2,18000
Buruburu,Buruburu,1,1,,10000
Area,Langata,2,2,2,20000
Nairobi,Parklands,1,1,1,12000
Rd,Ngong,1,1,1,5000
Rd,Ngong,1,1,1,10000
Nairobi,Kiamumbi,2,2,2,30000
C,South,2,2,2,22000
ROAD,THIKA,1,1,1,6500
AVENUE,FIRST,1,1,1,10000
EQUITY,NGARA,1,1,1,7000
Nairobi,Donholm,1,1,1,5000
Nairobi,Westlands,2,2,2,25000
Kenyatta,Woodley,2,2,2,22000
Nairobi,Roysambu,2,2,2,18000
Garage,Sunton,1,1,1,13000
Mwiki,Redsoil,1,1,,7000
Garage,Sunton,1,1,1,12500
Garage,Sunton,1,1,1,8000
Kenyatta,Woodley,1,1,1,13000
Kenyatta,Woodley,1,1,1,7500
Nairobi,Roysambu,1,1,1,13000
Nairobi,Roysambu,1,1,1,7500
hospital,Getrudes,2,2,2,22000
Mlolongo,Sabaki,1,1,1,7000
COURT,BUCHUMA,2,2,2,20000
Donholm,NAIVAS,2,2,2,14500
Nairobi,Syokimau,1,1,1,9000
Nairobi,Ruaka,1,1,1,14000
Nairobi,Roysambu,1,1,1,10000
Kenyatta,Woodley,1,1,1,15000
Road,Kandara,3,3,3,110000
Nairobi,Riruta,2,2,2,15000
Nairobi,Hurlingham,2,2,,30009
SHAPARA,OLE,1,1,1,15000
Kawangware,Kawangware,1,1,1,5500
West,Nairobi,1,1,2,22000
Kamutini,Sunton,1,1,1,11000
Nairobi,Utawala,3,3,,30000
Nairobi,Ruai,,,,24000
Area,Kasarani,2,2,2,18000
Highridge,Parklands,3,3,3,6000
Nairobi,Kilimani,2,2,2,70000
Nairobi,Karen,6,6,6,420000
Phase,Buruburu,1,1,1,20000
C,South,1,1,1,6500
Estate,Garden,4,4,5,90000
Kaptagat,Loresho,4,4,5,150000
Eastleigh,NOMADS,2,2,2,16000
ROAD,SORE,1,1,1,7000
Mathenge,general,2,2,2,34000
Sukari,Kahawa,1,1,1,9000
Nairobi,Highridge,1,1,1,10000
Sukari,Kahawa,1,1,1,20000
Wendani,Kahawa,1,1,1,15000
Nairobi,Thome,1,1,1,12000
Ngumo,Ngumo,1,1,1,6500
Nairobi,Thome,1,1,1,15000
Area,Kasarani,1,1,1,10000
Estate,Katani,1,1,1,22000
Nairobi,Donholm,1,1,1,5000
Estate,Garden,1,1,1,9000
B,South,1,1,1,6000
Kileleshwa,Kileleshwa,4,4,4,80000
Nairobi,Utawala,1,1,1,5000
5,Phase,1,1,1,20000
Rd.,Thika,1,1,1,7500
Estate,Nyayo,1,1,1,16000
Nairobi,Fedha,1,1,1,9000
Nairobi,Ngara,1,1,1,3500
Nairobi,Mirema,1,1,1,5500
Nairobi,Komarock,2,2,2,16000
Kasarani,Kasarani,2,2,2,15000
Nairobi,Madaraka,1,1,1,6000
View,Mountain,2,2,2,17000
Area,Kasarani,2,2,1,16000
Fedha,Fedha,4,4,4,45000
Nairobi,Langata,1,1,1,5500
Road,Thika,1,1,1,5500
Nairobi,Utawala,2,2,2,14000
Nairobi,Umoja,1,1,1,8500
Ruaraka,Ruaraka,1,1,1,5000
Nairobi,Parklands,1,1,1,7000
Nairobi,Buruburu,1,1,1,6000
Nairobi,Karen,1,1,1,15000
Nairobi,Karen,1,1,1,7500
Nairobi,Karen,1,1,1,6500
View,Mountain,1,1,1,7000
Nairobi,Donholm,1,1,1,6000
Area,Langata,1,1,1,10000
Nairobi,Ruaka,1,1,1,5500
Rd,Ngong,1,1,1,7000
Area,Westlands,2,2,2,33000
Nairobi,Fedha,2,2,1,16000
B,South,1,1,1,15000
road,muthithi,1,1,1,7000
Area,Kasarani,1,1,1,9000
Langata,Langata,3,3,3,25000
Muthaiga,Muthaiga,4,4,4,80000
Nairobi,Chokaa,2,2,2,18000
Rd,Ngong,2,2,2,22000
Nairobi,Umoja,1,1,1,9000
Nairobi,Umoja,2,2,2,18000
Nairobi,Donholm,3,3,3,28000
Nairobi,Donholm,1,1,1,6000
Nairobi,Donholm,3,3,3,28000
Nairobi,Umoja,3,3,3,30000
Nairobi,Ruaka,1,1,1,6000
Nairobi,Ruaka,2,2,2,18000
Nairobi,Kasarani,1,1,1,10000
Thome,Thome,4,4,4,60000
Kabete,Lower,1,1,1,9000
Nairobi,Komarock,1,1,1,9000
Nairobi,Mirema,2,2,2,20000
Nairobi,Pangani,1,1,1,10000
View,Mountain,1,1,1,18000
Nairobi,Langata,1,1,1,10000
Nairobi,Kasarani,1,1,1,15000
Nairobi,Kiamumbi,2,2,2,16000
Nairobi,Roysambu,1,1,1,6000
Road,ICD,1,1,1,7500
nakuru,Nairobi,1,1,1,20000
Nairobi,Ngara,1,1,1,6000
way,Mbagathi,1,1,1,20000
road,Savannah,1,1,1,6500
Daima,Imara,1,1,1,15000
West,Kahawa,1,1,1,9000
ROAD,THIKA,2,2,2,22000
Nairobi,Highridge,1,1,1,16000
Nairobi,Buruburu,1,1,1,10000
Kasarani,ICIPE,1,1,2,22000
Nairobi,Fedha,1,1,1,9000
Trm,Behind,1,1,1,6000
Nairobi,Parklands,1,1,1,6500
Nairobi,Donholm,1,1,1,10000
Center,Ruai,1,1,1,20000
Shopping,Ngara,1,1,1,6500
Sukari,Kahawa,1,1,1,10000
Parklands,Parklands,3,3,2,45000
Nairobi,Embakasi,2,2,2,15000
Nairobi,Ngara,2,2,2,18000
Estate,Garden,2,2,2,28000
Drive,Riverside,3,3,4,19000000
way,Waiyaki,1,1,1,15000
Nairobi,Embakasi,1,1,1,11000
Nairobi,Embakasi,1,1,1,7000
Nairobi,Ngara,1,1,1,14000
Nairobi,Ngara,1,1,1,8000
Estate,Garden,1,1,1,14000
Estate,Garden,1,1,1,14000
Estate,Garden,1,1,1,8500
B,South,1,1,1,10000
Buruburu,Buruburu,1,1,1,22000
C,South,1,1,1,7000
area,Donholm,1,1,1,6500
C,South,1,1,1,12000
estate,Thome,1,1,2,23000
C,South,1,1,1,12000
way,Waiyaki,1,1,1,15000
WATER,KENYA,2,2,2,25000
Daima,Imara,1,1,1,10000
Nairobi,Utawala,1,1,1,10000
Nairobi,Utawala,1,1,1,6000
Nairobi,Langata,1,1,1,6000
NAIVAS,ROASTERS/,1,1,1,6000
west,Nairobi,1,1,1,6500
Estate,Garden,2,2,2,18000
South,Dagoretti,2,2,2,18000
Nairobi,Ngara,2,2,2,18000
Nairobi,Embakasi,2,2,2,18000
plaza,Stima,1,1,1,5500
plaza,Stima,1,1,1,9000
Arcade,Adams,1,1,1,11000
SHAPARA,OLE,2,2,,24000
Nairobi,Kilimani,3,3,3,95000
Nairobi,Parkland,2,2,2,25000
Nairobi,Parkland,1,1,1,15000
Nairobi,Parkland,1,1,1,8000
Nairobi,Kilimani,3,3,4,180000
Nairobi,Buruburu,2,2,2,18000
Nairobi,Hurlingham,3,3,3,110000
South,MUGOYA,1,1,1,14000
Nairobi,Kilimani,4,4,4,95000
Ngara,NGARA,1,1,,12000
ESTATE,FEDHA,1,1,1,9000
thika,TRM,1,1,1,10000
Nairobi,Westlands,2,2,2,28000
Nairobi,Fedha,2,2,2,18000
Nairobi,Buruburu,2,2,2,18000
Nairobi,Buruburu,3,3,3,29000
Nairobi,Westlands,1,1,1,16000
Nairobi,Westlands,1,1,1,8000
Nairobi,Fedha,1,1,1,12000
Nairobi,Fedha,1,1,1,7000
Nairobi,Buruburu,1,1,1,13000
Nairobi,Buruburu,1,1,1,7500
Nairobi,Joska,1,1,1,10000
Nairobi,Pumwani,1,1,1,10000
Nairobi,Westlands,1,1,1,10000
Nairobi,Kileleshwa,1,1,1,10000
Nairobi,Kangemi,1,1,1,10000
(matha,Hospital,1,1,1,10000
Nairobi,Chokaa,1,1,1,10000
Nairobi,Embakasi,1,1,1,10000
Nairobi,Buruburu,1,1,1,10000
Dogo,Baba,1,1,1,10000
Sukari,Kahawa,1,1,1,10000
Kileleshwa,Kasuku,4,4,4,120000
Roysambu,T.R.M,2,2,1,17000
Roysambu,T.R.M,2,2,1,12000
View,Mountain,1,1,1,9000
Nairobi,Komarock,1,1,1,10000
ROAD,NGONG,1,1,1,15000
Kiambu,Kirigiti,3,3,3,25000
Komarock,Komarock,1,1,1,6000
Madaraka,Madaraka,2,2,2,20000
close,Komarock,3,3,3,32000
Jogoo,Makadara,2,2,2,17000
Hurlingham,Hurlingham,1,1,1,7000
gate,Fedha,3,3,3,45000
Town,Ruaka,1,1,1,15000
Kasarani,Icipe,1,1,1,16000
pass,By,1,1,1,15000
pass,By,1,1,1,15000
road,Thika,1,1,1,15000
Season's,Kasarani,1,1,1,11000
Donholm,DONHOLM,2,2,2,16000
Jabavu,Hurlingham,4,4,4,30000
Park,Safari,2,2,1,24000
View,Mountain,1,1,1,22000
Daima,Imara,1,1,1,18000
View,Mountain,1,1,1,9000
B,South,2,2,2,28000
Nairobi,Roysambu,2,2,2,18000
Nairobi,Roysambu,3,3,3,30000
Nairobi,Fedha,3,3,3,28000
Nairobi,Embakasi,1,1,1,5000
Nairobi,Embakasi,2,2,2,13000
B,South,1,1,1,15000
road,chai,1,1,1,6500
B,South,1,1,1,8500
Nairobi,Mlolongo,1,1,1,6000
university,strathmore,1,1,1,7000
Nairobi,Roysambu,1,1,1,13000
Nairobi,Mlolongo,1,1,1,6000
Riruta,Rirutasetlite,1,1,1,6000
Central,Kayole,1,1,1,6000
Nairobi,Roysambu,1,1,1,7500
Kiambu,Thindigua,1,1,1,11000
Roysambu,Roysambu,2,2,2,22000
Kiambu,Thindigua,3,3,2,23000
West,Kahawa,2,2,2,15000
RD,THIKA,2,2,2,22000
BYPASS,EASTERN,1,1,1,7000
Marurui,Marurui,1,1,1,6000
RD,LANGATA,1,1,1,18000
RD,MOMBASA,2,2,2,28000
RD,THIKA,2,2,2,20000
RD,NGONG,1,1,1,13000
Area,Roysambu,1,1,1,8000
RD,MOMBASA,1,1,1,8000
Donholm,OUTERING,3,3,2,25000
ROAD,JABAVU,1,1,1,10000
Highridge,HIGHRIDGE,1,1,1,17000
way,Waiyaki,2,2,2,25000
Nairobi,Kilimani,3,3,,7500000
Nairobi,Kileleshwa,1,1,,4000000
Nairobi,Lavington,1,1,,5000000
Nairobi,Kileleshwa,1,1,,5500000
Nairobi,Ngara,1,1,1,6000
Nairobi,Mirema,1,1,1,10000
West,Kahawa,1,1,1,6000
ICIPE,Kasarani,1,1,1,12000
2,Umoja,2,2,3,22000
Ngara,Ngara,1,1,1,5500
Nairobi,Kiamumbi,1,1,1,6000
Nairobi,Buruburu,1,1,1,12000
Kabete,Lower,2,2,2,22500
close,"Ruai,",3,3,2,24000
close,Highridge,1,1,1,16000
primary,Donholm,1,1,1,6500
Riruta,Riruta,1,1,1,9500
Jamhuri,Jamhuri,1,1,1,12000
Nairobi,Madaraka,1,1,1,7000
Langata,Lanagata,1,1,1,15000
Road,Ngara,1,1,1,7000
Joyland,Ruaka,1,1,1,6500
B,South,1,1,1,3000
Nairobi,Madaraka,1,1,1,3000
Nairobi,Ngara,1,1,1,3000
Wendani,Kahawa,1,1,1,10000
West,Kahawa,1,1,1,10000
Nairobi,Lavington,2,2,2,27000
Nairobi,Syokimau,2,2,2,18000
Nairobi,Syokimau,3,3,3,28000
Donholm,NAIVAS,2,2,2,17000
Thika,Allsopps,1,1,1,6000
Nairobi,Lavington,1,1,1,10000
Nairobi,Syokimau,1,1,1,12000
Nairobi,Syokimau,1,1,1,7500
ROAD,SORE,1,1,1,16000
Nairobi,Lavington,1,1,1,15000
Donholm,NAIVAS,1,1,1,10000
Langata,Langata,3,3,3,60000
B,South,2,2,2,18000
Nairobi,Githurai,2,2,2,18000
road,Bungoma,3,3,3,45000
Road,Kiambu,2,2,2,18000
Nairobi,Muthaiga,4,4,4,45000
Nairobi,Donholm,4,4,4,45000
Nairobi,Donholm,1,1,1,12000
West,Kahawa,1,1,1,10000
Eastleigh,NOMADS,1,1,1,13500
5,Phase,1,1,1,16000
Nairobi,Lavington,4,4,,14000000
Nairobi,Lavington,5,5,,18000000
Nairobi,Lavington,5,5,,18000000
Nairobi,Lavington,,,,21000000
Nairobi,Kileleshwa,,,,10000000
Nairobi,Kileleshwa,4,4,,10000000
Nairobi,Lavington,4,4,,10500000
Nairobi,Kilimani,3,3,,5500000
Nairobi,Lavington,3,3,,6200000
Nairobi,Kilimani,2,2,,7500000
Nairobi,Kilimani,1,1,,4000000
Nairobi,Kileleshwa,1,1,,4000000
Nairobi,Kileleshwa,1,1,,4000000
Nairobi,Lavington,1,1,,5000000
Nairobi,Kileleshwa,1,1,,5000000
Nairobi,Fedha,1,1,1,8000
Nairobi,Karen,2,2,2,22000
Nairobi,Karen,3,3,3,50000
Nairobi,Langata,2,2,2,20000
Nairobi,Hurlingham,2,2,2,30000
Nairobi,Kangemi,1,1,1,9000
Nairobi,Hurlingham,1,1,1,7000
Nairobi,Westlands,2,2,2,28000
Nairobi,Hurlingham,3,3,3,45000
Nairobi,Lavington,5,5,5,120000
Nairobi,Hurlingham,1,1,1,20000
Nairobi,Hurlingham,1,1,1,10000
Nairobi,Langata,1,1,1,14000
Nairobi,Langata,1,1,1,8000
Pangani,PANGANI,1,1,1,14000
Nairobi,Westlands,1,1,1,15000
Nairobi,Westlands,1,1,1,12000
Nairobi,Westlands,1,1,1,8500
Area,Westlands,1,1,1,13000
Area,Westlands,1,1,1,13000
Nairobi,Pangani,1,1,1,5000
Nairobi,Pangani,2,2,2,18000
Utawala,Utawala,1,1,1,10000
avenue,First,1,1,1,6000
Hurlingham,D.O.D,1,1,1,17000
Nairobi,Langata,2,2,2,20000
center,Sarit,1,1,1,13000
Nairobi,Kileleshwa,3,3,3,45000
Nairobi,Westlands,1,1,1,9000
Nairobi,Westlands,2,2,2,30000
Road,Thika,2,2,2,18000
Road,Thika,1,1,1,10000
Estate,Garden,3,3,3,35000
Road,Thika,1,1,1,10000
Nairobi,Hurlingham,1,1,1,12000
Road,Thika,1,1,1,5000
Road,Thika,3,3,3,28000
Nairobi,Roysambu,1,1,1,5500
Nairobi,Roysambu,1,1,1,9000
Rd,Ngong,1,1,1,10000
Nairobi,Roysambu,3,3,3,28000
Donholm,NAIVAS,1,1,1,11000
Rd,Ngong,1,1,1,5500
ROAD,NGONG,1,1,1,17000
South,Eastleigh,3,3,3,18000
Nairobi,Donholm,3,3,3,22000
Hurlingham,HURLINGHAM,1,1,1,18000
Nairobi,Donholm,3,3,3,35000
Nairobi,Pangani,3,3,3,30000
Nairobi,Kasarani,3,3,3,30000
Nairobi,Ngara,3,3,3,35000
Kamutini,Sunton,1,1,1,8000
WATER,KENYA,1,1,1,14500
ROAD,JOGOO,1,1,1,10000
ROAD,JABAVU,1,1,1,11000
DRIVE,TRM,1,1,1,6500
Nairobi,Madaraka,,,,22000
drive,Redhill,3,3,3,52000
kitisuru-nairobi,new,4,4,4,140000
Rd,Ngong,1,1,1,5000
Nairobi,Langata,1,1,1,10000
Kasarani,Icipe,1,1,1,6000
Roysambu,Shell,1,1,1,12000
Nairobi,Langata,3,3,3,35000
Kamiti,Kiamumbi,1,1,1,9500
Wendani,Kahawa,1,1,1,5000
West,Kahawa,1,1,1,6000
ROAD,RAPHTA,1,1,1,10000
Kasarani,Kasarani,2,2,2,18000
Nairobi,Lavington,1,1,1,10000
Nairobi,Buruburu,1,1,1,10000
Nairobi,Karen,2,2,2,25000
Nairobi,Kiamumbi,1,1,1,8000
Nairobi,Karen,1,1,1,6000
Nairobi,Mlolongo,1,1,1,15000
Nairobi,Jamhuri,1,1,1,10000
DAIMA,IMARA,4,4,5,40000
Nairobi,Katani,1,1,1,9000
Nairobi,Buruburu,1,1,1,16000
Nairobi,Kasarani,1,1,1,10000
close,Ruaraka,1,1,1,13000
Waithaka,Waithaka,1,1,1,6000
DRIVE,TRM,1,1,1,6500
Donholm,DONHOLM,1,1,1,6500
Ruaka,Ruaka,1,1,1,11000
Nairobi,Zimmerman,2,2,2,16000
Nairobi,Zimmerman,1,1,1,11000
Nairobi,Zimmerman,1,1,1,6500
TWO,JAMUHURI,1,1,1,24000
Nairobi,Roysambu,1,1,1,7000
SHAPARA,OLE,1,1,1,16000
TWO,JAMUHURI,1,1,1,13000
Ngara,NGARA,2,2,2,23000
Kenyatta,Woodley,,,,45000
Kiambu,Thindigua,1,1,1,6500
West,Nairobi,1,1,1,13000
Zimmermann,Zimmerman,1,1,1,6000
Marurui,Marurui,2,2,2,16500
Wendani,Kahawa,1,1,1,10000
Nairobi,Chokaa,1,1,1,6000
Nairobi,Ngara,1,1,1,6000
Nairobi,Ngara,1,1,1,6000
South,Kayole,1,1,1,6000
Nairobi,Huruma,1,1,1,6000
Nairobi,Embakasi,1,1,1,6000
Nairobi,Lavington,4,4,,18000000
Nairobi,Lavington,4,4,,18000000
Nairobi,Lavington,5,5,,21000000
Nairobi,Lavington,3,3,,10500000
Nairobi,Lavington,3,3,,6200000
Nairobi,Kilimani,3,3,,7500000
Nairobi,Kilimani,1,1,,4000000
Nairobi,Kileleshwa,1,1,,4000000
Mlolongo,Mlolongo,1,1,1,5500
Nairobi,Lavington,1,1,,5000000
Nairobi,Kileleshwa,1,1,,5000000
Mihango,Utawala,1,1,1,6000
gardens,Nasra,1,1,1,6000
View,Mountain,1,1,1,13000
General,Westlands,3,3,4,25000
General,Westlands,1,1,1,18000
Nairobi,Mathare,1,1,1,10000
Nairobi,Langata,1,1,1,10000
Nairobi,Huruma,1,1,1,10000
Nairobi,Huruma,1,1,1,10000
44,Githurai,1,1,1,10000
Nairobi,Muthaiga,1,1,1,10000
Mathenge,general,1,1,1,7000
Nairobi,Donholm,4,4,4,35000
Nairobi,Ruaka,1,1,1,5000
Sukari,Kahawa,1,1,1,20000
Dogo,Baba,1,1,1,10000
NEAR,WAITHAKA,1,1,1,14000
Nairobi,Buruburu,1,1,1,5000
Nairobi,Chokaa,2,2,2,14000
Nairobi,Donholm,2,2,2,16000
NEAR,WAITHAKA,1,1,1,9500
Nairobi,Ngara,1,1,1,12000
